stopid;stopname;stopsite;latitude;longitude;syscode;system;muni
102627;Drifter at Driftwood (EB);EB_Drifter_NS_Driftwood;50.148833;-122.968405;WHI;Whistler Transit System;Whistler
102628;Hwy 99 at Bayshore (SB);SB_Hwy 99_NS_Bayshore;50.090464;-122.99782;WHI;Whistler Transit System;Whistler
102629;Green Lake Lookout Hwy 99;Green_Lake_Lookout_Hwy 99;50.151507;-122.943697;WHI;Whistler Transit System;Whistler
102631;Mountain View at Valley (EB);EB_Mountain View_FS_Valley;50.151329;-122.966196;WHI;Whistler Transit System;Whistler
102632;Hwy 99 at Bayshore (EB);EB_Hwy 99_NS_Bayshore;50.089909;-122.999919;WHI;Whistler Transit System;Whistler
102634;Parkwood at Meadow (SB);SB_Parkwood_NS_Meadow;50.152159;-122.962784;WHI;Whistler Transit System;Whistler
102636;Mountain View at Parkwood (EB);EB_Mountain View_NS_Parkwood;50.153326;-122.96377;WHI;Whistler Transit System;Whistler
102639;Hwy 99 at Alta Lake (EB);EB_Hwy 99_FS_Alta Lake;50.090511;-123.005455;WHI;Whistler Transit System;Whistler
102592;London at Rob Boyd (SB);SB_London_NS_Rob Boyd;50.096032;-122.989554;WHI;Whistler Transit System;Whistler
102594;Hwy 99 at Nicklaus North (NB);NB_Hwy 99_at_Nicklaus North;50.14337;-122.957617;WHI;Whistler Transit System;Whistler
102596;London at Gondola (SB);SB_London_NS_Gondola;50.094451;-122.990161;WHI;Whistler Transit System;Whistler
102599;London at Gondola (NB);NB_London_FS_Gondola;50.094389;-122.990058;WHI;Whistler Transit System;Whistler
102600;Meadow Park Sports Center;Meadow_Park_Sports_Center;50.144442;-122.960185;WHI;Whistler Transit System;Whistler
102493;Hwy 99 at Brio Entrance (EB);EB_Hwy 99_FS_Brio Entrance;50.109478;-122.968163;WHI;Whistler Transit System;Whistler
102494;Blueberry at Ptarmigan (SB);SB_Blueberry_NS_Ptarmigan;50.112705;-122.970382;WHI;Whistler Transit System;Whistler
102496;Lorimer at St Andrews (NB);NB_Lorimer_NS_St Andrews;50.124209;-122.961413;WHI;Whistler Transit System;Whistler
102497;Blueberry at Heron (SB);SB_Blueberry_NS_Heron;50.118494;-122.969181;WHI;Whistler Transit System;Whistler
102498;Lorimer at St Andrews (SB);SB_Lorimer_FS_St Andrews;50.124053;-122.961458;WHI;Whistler Transit System;Whistler
102499;Blackcomb at Painted Cliff (EB);EB_Blackcomb_FS_Painted Cliff;50.120603;-122.938212;WHI;Whistler Transit System;Whistler
102500;Blackcomb at Nancy Greene (SB);SB_Blackcomb_FS_Nancy Greene;50.125618;-122.954562;WHI;Whistler Transit System;Whistler
102501;Blackcomb at Nancy Greene (NB);NB_Blackcomb_NS_Nancy Greene;50.126227;-122.954212;WHI;Whistler Transit System;Whistler
102502;Blueberry at Valley Trail (SB);SB_Blueberry_NS_Valley Trail;50.110617;-122.971264;WHI;Whistler Transit System;Whistler
102503;Nesters 7080 block (NB);NB_7080_block_Nesters;50.12578;-122.957386;WHI;Whistler Transit System;Whistler
102504;Nesters 7080 block (SB);SB_7080_block_Nesters;50.125815;-122.957518;WHI;Whistler Transit System;Whistler
102505;Blackcomb at Lost Lake (WB);WB_Blackcomb_FS_Lost Lake;50.121738;-122.936341;WHI;Whistler Transit System;Whistler
102506;Fitzsimmons Rd N at Nancy Greene (SB);SB_Fitzsimmons Rd N_NS_Nancy Greene;50.126649;-122.951723;WHI;Whistler Transit System;Whistler
102507;Fitzsimmons Rd N at Nancy Greene (NB);NB_Fitzsimmons Rd N_FS_Nancy Greene;50.126733;-122.951586;WHI;Whistler Transit System;Whistler
102508;Blackcomb at Lost Lake (EB);EB_Blackcomb_NS_Lost Lake;50.12171;-122.936126;WHI;Whistler Transit System;Whistler
102509;Hwy 99 at Blueberry (WB);WB_Hwy 99_FS_Blueberry;50.109808;-122.971832;WHI;Whistler Transit System;Whistler
102514;Nesters 7000 block (SB);SB_7000_block_Nesters;50.128297;-122.954825;WHI;Whistler Transit System;Whistler
102515;Blackcomb 4660 block (WB);WB_4660_block_Blackcomb;50.122198;-122.934415;WHI;Whistler Transit System;Whistler
102516;Blackcomb 4660 block (EB);EB_4660_block_Blackcomb;50.122171;-122.934127;WHI;Whistler Transit System;Whistler
102517;Nesters 6990 block (NB);NB_6990_block_Nesters;50.128354;-122.954609;WHI;Whistler Transit System;Whistler
102518;Fitzsimmons Rd N at Spruce Grove (SB);SB_Fitzsimmons Rd N_FS_Spruce Grove;50.128346;-122.951997;WHI;Whistler Transit System;Whistler
102519;Fitzsimmons Rd N at Spruce Grove (NB);NB_Fitzsimmons Rd N_NS_Spruce Grove;50.128409;-122.951887;WHI;Whistler Transit System;Whistler
102520;Lorimer 6240 block (WB);WB_6240_block_Lorimer;50.127317;-122.964562;WHI;Whistler Transit System;Whistler
102521;Beaver at Crabapple (SB);SB_Beaver_FS_Crabapple;50.123245;-122.971331;WHI;Whistler Transit System;Whistler
102522;Blackcomb 4690 block (WB);WB_4690_block_Blackcomb;50.122828;-122.932695;WHI;Whistler Transit System;Whistler
102523;Hwy 99 3040 block (EB);EB_3040_block_Hwy 99;50.10736;-122.975291;WHI;Whistler Transit System;Whistler
102525;Crabapple at Tapley (SB);SB_Crabapple_NS_Tapley;50.124846;-122.970006;WHI;Whistler Transit System;Whistler
102526;Lorimer at Balsam (WB);WB_Lorimer_FS_Balsam;50.12635;-122.967576;WHI;Whistler Transit System;Whistler
102528;Crabapple at Cedar Grove (SB);SB_Crabapple_FS_Cedar Grove;50.125829;-122.968967;WHI;Whistler Transit System;Whistler
102529;Crabapple at Barnfield (SB);SB_Crabapple_FS_Barnfield;50.123079;-122.972932;WHI;Whistler Transit System;Whistler
102532;Lost Lake;Lost Lake;50.125939;-122.934797;WHI;Whistler Transit System;Whistler
102533;Hwy 99 at Hillcrest (WB);WB_Hwy 99_NS_Hillcrest;50.107032;-122.976041;WHI;Whistler Transit System;Whistler
102534;Spruce Grove at Kirkpatrick (SB);SB_Spruce Grove_FS_Kirkpatrick;50.131019;-122.950116;WHI;Whistler Transit System;Whistler
102535;Nesters 6920 block (NB);NB_6920_block_Nesters;50.131017;-122.953979;WHI;Whistler Transit System;Whistler
102536;Nesters 6920 block (SB);SB_6920_block_Nesters;50.131098;-122.954082;WHI;Whistler Transit System;Whistler
102539;Spruce Grove at Kirkpatrick (NB);NB_Spruce Grove_NS_Kirkpatrick;50.131452;-122.950002;WHI;Whistler Transit System;Whistler
102540;Spruce Grove at Mons (EB);EB_Spruce Grove_FS_Mons;50.132055;-122.952423;WHI;Whistler Transit System;Whistler
102541;Spruce Grove at Mons (WB);WB_Spruce Grove_NS_Mons;50.132141;-122.952488;WHI;Whistler Transit System;Whistler
102542;Hwy 99 at Spruce Grove (NB);NB_Hwy 99_FS_Spruce Grove;50.132627;-122.953386;WHI;Whistler Transit System;Whistler
102543;Hwy 99 at Nordic (EB);EB_Hwy 99_FS_Nordic;50.103442;-122.980933;WHI;Whistler Transit System;Whistler
102545;Nordic at Hwy 99 (NB);NB_Nordic_NS_Hwy 99;50.102823;-122.981769;WHI;Whistler Transit System;Whistler
102547;Nordic at Hwy 99 (SB);SB_Nordic_FS_Hwy 99;50.103002;-122.981865;WHI;Whistler Transit System;Whistler
102548;Cloudburst at Mount Fee (EB);EB_Cloudburst_NS_Mount Fee;50.077163;-123.03928;WHI;Whistler Transit System;Whistler
102550;Cloudburst 1340 block (EB);EB_1340_block_Cloudburst;50.077122;-123.042734;WHI;Whistler Transit System;Whistler
102553;Legacy at Madeley (NB);NB_Legacy_NS_Madeley;50.080598;-123.040248;WHI;Whistler Transit System;Whistler
102554;Garibaldi at Nordic (WB);WB_Garibaldi_FS_Nordic;50.103141;-122.983986;WHI;Whistler Transit System;Whistler
102555;Garibaldi at Nordic (EB);EB_Garibaldi_NS_Nordic;50.103039;-122.983861;WHI;Whistler Transit System;Whistler
102567;Eva Lake at Aspen (NB);NB_Eva Lake_FS_Aspen;50.100214;-122.986576;WHI;Whistler Transit System;Whistler
102569;Eva Lake at Aspen (SB);SB_Eva Lake_NS_Aspen;50.100369;-122.986616;WHI;Whistler Transit System;Whistler
102576;Whistler at Aspen (EB);EB_Whistler_NS_Aspen;50.099055;-122.989046;WHI;Whistler Transit System;Whistler
102578;Whistler 2140 block (WB);WB_2140_block_Whistler;50.099156;-122.989411;WHI;Whistler Transit System;Whistler
102589;Hwy 99 at Nicklaus North (SB);SB_Hwy 99_NS_Nicklaus North;50.14302;-122.957493;WHI;Whistler Transit System;Whistler
102591;London at Rob Boyd (NB);NB_London_FS_Rob Boyd;50.095969;-122.989386;WHI;Whistler Transit System;Whistler
930001;Whistler Transit Centre;Whistler Transit Centre;50.133818;-122.956184;WHI;Whistler Transit System;Whistler
130000;Hwy 99 at Whistler Golf Club (SB);Southbound_Hwy 99_at_Whistler Golf Club;50.113735;-122.959268;WHI;Whistler Transit System;Whistler
130001;Hwy 99 at Whistler Golf Club (NB);Northbound_Hwy 99_at_Whistler Golf Club;50.113802;-122.959116;WHI;Whistler Transit System;Whistler
130002;Hwy 99 at Lake Placid (SB);Southbound_Hwy 99_at_Lake Placid;50.094246;-122.993566;WHI;Whistler Transit System;Whistler
130003;Hwy 99 at London Lane (NB);Northbound_Hwy 99_at_London Lane;50.096033;-122.990592;WHI;Whistler Transit System;Whistler
800002;Gondola Exchange;Gondola Exchange;50.1136;-122.952416;WHI;Whistler Transit System;Whistler
130004;Millar Creek at 1030 Blk (EB);EB_Millar Creek_AT_1030 Blk;50.087652;-123.040438;WHI;Whistler Transit System;Whistler
130005;Millar Creek at Alpha Lake (WB);WB_Millar Creek_FS_Alpha Lake;50.087694;-123.040441;WHI;Whistler Transit System;Whistler
130006;Millar Creek at Alpha Lake (EB);EB_Millar Creek_NS_Alpha Lake;50.087998;-123.039022;WHI;Whistler Transit System;Whistler
130007;Village Gate at Northlands Blvd (WB);WB_Village Gate_AT_Northlands Blvd;50.116308;-122.958058;WHI;Whistler Transit System;Whistler
