stopid;stopname;stopsite;latitude;longitude;syscode;system;muni
160572;Perrys Back at Hwy 6 (SB);SB_Perrys Back_FS_Hwy 6;49.664713;-117.507906;WKT;West Kootenay Transit System;Central Kootenay H
160613;Hwy 6 at 4th St (SB);SB_Hwy 6_NS_4th St;49.95262;-117.356929;WKT;West Kootenay Transit System;Silverton
160614;Hwy 3A at 800 Block (EB);EB_Hwy 3A_AT_800 Block;49.517656;-117.281356;WKT;West Kootenay Transit System;Central Kootenay F
160615;Hwy 3A at 900 Block (EB);EB_Hwy 3A_AT_900 Block;49.522124;-117.277917;WKT;West Kootenay Transit System;Central Kootenay F
160616;Hwy 3A at 1500 Block (EB);EB_Hwy 3A_AT_1500 Block;49.541287;-117.258622;WKT;West Kootenay Transit System;Central Kootenay F
160617;Hwy 3A at 2000 Block (EB);EB_Hwy 3A_AT_2000 Block;49.555073;-117.251172;WKT;West Kootenay Transit System;Central Kootenay F
160618;Hwy 3A at 2300 Block (EB);EB_Hwy 3A_AT_2300 Block;49.563705;-117.241919;WKT;West Kootenay Transit System;Central Kootenay F
160513;Hwy 23 at 2nd St (NB);NB_Hwy 23_FS_2nd St;50.241669;-117.804638;WKT;West Kootenay Transit System;Nakusp
160514;Slocan River Rd at Winlaw Bridge Rd (SB);SB_Slocan_River Rd_NS_Winlaw_Bridge Rd;49.616214;-117.566663;WKT;West Kootenay Transit System;Central Kootenay H
160518;Hwy 6 at Cres Valley Comm Hall (NB);NB_Hwy 6_AT_Cres Valley Comm Hall;49.450542;-117.559132;WKT;West Kootenay Transit System;Central Kootenay H
160519;Hwy 6 at 2100 Block (NB);NB_Hwy 6_AT_2100 Block;49.484224;-117.580111;WKT;West Kootenay Transit System;Central Kootenay H
160520;Hwy 6 at Cunningham (NB);NB_Hwy 6_FS_Cunningham;49.496176;-117.592966;WKT;West Kootenay Transit System;Central Kootenay H
160521;Hwy 6 at Storbo (NB);NB_Hwy 6_FS_Storbo;49.505253;-117.600233;WKT;West Kootenay Transit System;Central Kootenay H
160522;Hwy 6_at Slocan Park Comm Hall (NB);NB_Hwy 6_AT_Slocan Park Comm Hall;49.515459;-117.620845;WKT;West Kootenay Transit System;Central Kootenay H
160523;Hwy 6 at Slocan Park (NB);NB_Hwy 6_NS_Slocan Park;49.517014;-117.625286;WKT;West Kootenay Transit System;Central Kootenay H
560093;Hwy 3A & 6 at Pacific Insight Corp (SB)*Flag Stop*;SB_Hwy 3A_&_6_at_Pacific_Insight_corp;49.49708;-117.358696;WKT;West Kootenay Transit System;Central Kootenay E
560094;Hwy 22 at 1st (SB);;49.125739;-117.74173;WKT;West Kootenay Transit System;Kootenay Boundary B / Lower Columbia-Old-Glory
960000;Castlegar Transit System;Castlegar Transit System;49.328624;-117.664507;WKT;West Kootenay Transit System;Castlegar
960001;Kaslo Transit System;Kaslo Transit System;49.916644;-116.912483;WKT;West Kootenay Transit System;Kaslo
